date,date,TMAX,TMIN,TAVG
6/21/1950,6/21/1950,28.9,15,21.95
6/22/1950,6/22/1950,30,17.8,23.9
6/23/1950,6/23/1950,31.1,23.9,27.5
6/24/1950,6/24/1950,30,22.2,26.1
6/25/1950,6/25/1950,33.3,21.7,27.5
6/26/1950,6/26/1950,32.8,17.8,25.3
6/27/1950,6/27/1950,24.4,15.6,20
6/28/1950,6/28/1950,22.2,15,18.6
6/29/1950,6/29/1950,23.3,13.3,18.3
6/30/1950,6/30/1950,26.7,12.8,19.75
7/1/1950,7/1/1950,29.4,11.7,20.55
7/2/1950,7/2/1950,26.7,17.2,21.95
7/3/1950,7/3/1950,24.4,17.8,21.1
7/4/1950,7/4/1950,29.4,18.9,24.15
7/5/1950,7/5/1950,26.1,17.2,21.65
7/6/1950,7/6/1950,27.2,16.1,21.65
7/7/1950,7/7/1950,26.7,15.6,21.15
7/8/1950,7/8/1950,28.3,17.8,23.05
7/9/1950,7/9/1950,28.9,16.7,22.8
7/10/1950,7/10/1950,30,18.3,24.15
7/11/1950,7/11/1950,32.2,18.9,25.55
7/12/1950,7/12/1950,32.8,18.3,25.55
7/13/1950,7/13/1950,25,15.6,20.3
7/14/1950,7/14/1950,26.7,11.1,18.9
7/15/1950,7/15/1950,30.6,12.8,21.7
7/16/1950,7/16/1950,27.8,19.4,23.6
7/17/1950,7/17/1950,30,21.1,25.55
7/18/1950,7/18/1950,27.8,19.4,23.6
7/19/1950,7/19/1950,27.8,18.9,23.35
7/20/1950,7/20/1950,18.9,16.7,17.8
7/21/1950,7/21/1950,25.6,16.1,20.85
7/22/1950,7/22/1950,27.8,16.7,22.25
7/23/1950,7/23/1950,28.9,18.3,23.6
7/24/1950,7/24/1950,28.3,18.3,23.3
7/25/1950,7/25/1950,27.2,17.2,22.2
7/26/1950,7/26/1950,28.3,19.4,23.85
7/27/1950,7/27/1950,27.8,18.3,23.05
7/28/1950,7/28/1950,30,18.9,24.45
7/29/1950,7/29/1950,31.7,18.9,25.3
7/30/1950,7/30/1950,30.6,20,25.3
7/31/1950,7/31/1950,29.4,22.2,25.8
8/1/1950,8/1/1950,27.2,18.3,22.75
8/2/1950,8/2/1950,20.6,13.9,17.25
8/3/1950,8/3/1950,25,10.6,17.8
8/4/1950,8/4/1950,26.7,13.9,20.3
8/5/1950,8/5/1950,27.8,15.6,21.7
8/6/1950,8/6/1950,28.9,14.4,21.65
8/7/1950,8/7/1950,29.4,15.6,22.5
8/8/1950,8/8/1950,25.6,17.2,21.4
8/9/1950,8/9/1950,27.8,17.8,22.8
8/10/1950,8/10/1950,30.6,17.2,23.9
8/11/1950,8/11/1950,25,15,20
8/12/1950,8/12/1950,22.2,13.9,18.05
8/13/1950,8/13/1950,25,15,20
8/14/1950,8/14/1950,25,15,20
8/15/1950,8/15/1950,28.3,17.8,23.05
8/16/1950,8/16/1950,32.2,18.9,25.55
8/17/1950,8/17/1950,31.1,20.6,25.85
8/18/1950,8/18/1950,21.1,16.7,18.9
8/19/1950,8/19/1950,25.6,14.4,20
8/20/1950,8/20/1950,21.7,9.4,15.55
8/21/1950,8/21/1950,23.9,8.3,16.1
8/22/1950,8/22/1950,26.1,10.6,18.35
8/23/1950,8/23/1950,29.4,11.7,20.55
8/24/1950,8/24/1950,28.3,14.4,21.35
8/25/1950,8/25/1950,28.9,15.6,22.25
8/26/1950,8/26/1950,30.6,15.6,23.1
8/27/1950,8/27/1950,30,18.9,24.45
8/28/1950,8/28/1950,24.4,18.9,21.65
8/29/1950,8/29/1950,28.9,17.8,23.35
8/30/1950,8/30/1950,27.2,15.6,21.4
8/31/1950,8/31/1950,23.9,19.4,21.65
9/1/1950,9/1/1950,24.4,19.4,21.9
9/2/1950,9/2/1950,23.9,18.9,21.4
9/3/1950,9/3/1950,29.4,17.8,23.6
9/4/1950,9/4/1950,22.2,11.7,16.95
9/5/1950,9/5/1950,21.7,10,15.85
9/6/1950,9/6/1950,23.3,9.4,16.35
9/7/1950,9/7/1950,25,11.1,18.05
9/8/1950,9/8/1950,25.6,16.1,20.85
9/9/1950,9/9/1950,27.8,18.3,23.05
9/10/1950,9/10/1950,22.8,18.3,20.55
9/11/1950,9/11/1950,26.1,18.3,22.2
9/12/1950,9/12/1950,20,16.1,18.05
9/13/1950,9/13/1950,21.1,13.3,17.2
9/14/1950,9/14/1950,17.8,11.7,14.75
9/15/1950,9/15/1950,26.7,10,18.35
9/16/1950,9/16/1950,24.4,12.2,18.3
9/17/1950,9/17/1950,23.9,13.9,18.9
9/18/1950,9/18/1950,28.9,11.7,20.3
9/19/1950,9/19/1950,26.7,20,23.35
9/20/1950,9/20/1950,23.3,18.9,21.1
9/21/1950,9/21/1950,28.3,16.7,22.5
9/22/1950,9/22/1950,22.8,13.9,18.35
9/23/1950,9/23/1950,21.7,7.2,14.45
9/24/1950,9/24/1950,12.8,4.4,8.6
9/25/1950,9/25/1950,20,4.4,12.2
9/26/1950,9/26/1950,22.2,5.6,13.9
9/27/1950,9/27/1950,18.3,15.6,16.95
9/28/1950,9/28/1950,23.9,16.1,20
9/29/1950,9/29/1950,27.2,15.6,21.4
9/30/1950,9/30/1950,25.6,14.4,20
10/1/1950,10/1/1950,28.3,16.1,22.2
10/2/1950,10/2/1950,26.1,13.3,19.7
10/3/1950,10/3/1950,16.1,7.2,11.65
10/4/1950,10/4/1950,13.9,4.4,9.15
10/5/1950,10/5/1950,16.7,6.1,11.4
10/6/1950,10/6/1950,23.3,8.9,16.1
10/7/1950,10/7/1950,17.8,12.2,15
10/8/1950,10/8/1950,13.3,11.1,12.2
10/9/1950,10/9/1950,20.6,9.4,15
10/10/1950,10/10/1950,22.8,7.2,15
10/11/1950,10/11/1950,22.8,12.8,17.8
10/12/1950,10/12/1950,19.4,7.8,13.6
10/13/1950,10/13/1950,18.9,10,14.45
10/14/1950,10/14/1950,26.7,11.1,18.9
10/15/1950,10/15/1950,23.3,8.3,15.8
10/16/1950,10/16/1950,28.3,10,19.15
10/17/1950,10/17/1950,30.6,12.2,21.4
10/18/1950,10/18/1950,28.3,13.9,21.1
10/19/1950,10/19/1950,30,12.8,21.4
10/20/1950,10/20/1950,19.4,9.4,14.4
10/21/1950,10/21/1950,22.8,6.7,14.75
10/22/1950,10/22/1950,21.1,10,15.55
10/23/1950,10/23/1950,12.8,9.4,11.1
10/24/1950,10/24/1950,13.3,6.7,10
10/25/1950,10/25/1950,16.1,2.2,9.15
10/26/1950,10/26/1950,12.2,3.3,7.75
10/27/1950,10/27/1950,26.1,12.8,19.45
10/28/1950,10/28/1950,24.4,10,17.2
10/29/1950,10/29/1950,25,12.2,18.6
10/30/1950,10/30/1950,29.4,10.6,20
10/31/1950,10/31/1950,28.9,15.6,22.25
11/1/1950,11/1/1950,26.7,16.7,21.7
11/2/1950,11/2/1950,9.4,-0.6,4.4
11/3/1950,11/3/1950,7.8,3.9,5.85
11/4/1950,11/4/1950,5.6,-2.2,1.7
11/5/1950,11/5/1950,11.1,-4.4,3.35
11/6/1950,11/6/1950,17.2,5.6,11.4
11/7/1950,11/7/1950,11.7,5.6,8.65
11/8/1950,11/8/1950,8.3,2.2,5.25
11/9/1950,11/9/1950,7.8,-1.7,3.05
11/10/1950,11/10/1950,-1.1,-4.4,-2.75
11/11/1950,11/11/1950,0.6,-8.3,-3.85
11/12/1950,11/12/1950,5.6,-5.6,0
11/13/1950,11/13/1950,8.3,-1.7,3.3
11/14/1950,11/14/1950,12.2,-3.3,4.45
11/15/1950,11/15/1950,15,9.4,12.2
11/16/1950,11/16/1950,15,2.2,8.6
11/17/1950,11/17/1950,6.7,-2.2,2.25
11/18/1950,11/18/1950,11.7,-0.6,5.55
11/19/1950,11/19/1950,10.6,6.1,8.35
11/20/1950,11/20/1950,6.1,-6.7,-0.3
11/21/1950,11/21/1950,3.3,-7.8,-2.25
11/22/1950,11/22/1950,1.7,-4.4,-1.35
11/23/1950,11/23/1950,0.6,-16.1,-7.75
11/24/1950,11/24/1950,-14.4,-20.6,-17.5
11/25/1950,11/25/1950,-3.3,-19.4,-11.35
11/26/1950,11/26/1950,-1.7,-3.9,-2.8
11/27/1950,11/27/1950,-2.2,-6.1,-4.15
11/28/1950,11/28/1950,-0.6,-7.8,-4.2
11/29/1950,11/29/1950,0.6,-3.9,-1.65
11/30/1950,11/30/1950,3.9,-3.9,0
12/1/1950,12/1/1950,5,-3.3,0.85
12/2/1950,12/2/1950,17.2,3.3,10.25
12/3/1950,12/3/1950,3.3,-5,-0.85
12/4/1950,12/4/1950,1.1,-7.8,-3.35
12/5/1950,12/5/1950,0.6,-1.7,-0.55
12/6/1950,12/6/1950,1.1,-10.6,-4.75
12/7/1950,12/7/1950,-9.4,-13.9,-11.65
12/8/1950,12/8/1950,-5,-10,-7.5
12/9/1950,12/9/1950,-1.7,-16.1,-8.9
12/10/1950,12/10/1950,-5,-12.8,-8.9
12/11/1950,12/11/1950,-5,-13.3,-9.15
12/12/1950,12/12/1950,-3.3,-7.2,-5.25
12/13/1950,12/13/1950,-2.8,-8.9,-5.85
12/14/1950,12/14/1950,-1.7,-7.2,-4.45
12/15/1950,12/15/1950,-1.1,-12.2,-6.65
12/16/1950,12/16/1950,-7.8,-17.2,-12.5
12/17/1950,12/17/1950,-10,-18.9,-14.45
12/18/1950,12/18/1950,-7.8,-19.4,-13.6
12/19/1950,12/19/1950,-6.7,-18.9,-12.8
12/20/1950,12/20/1950,-5,-17.2,-11.1
12/21/1950,12/21/1950,0,-17.2,-8.6
12/22/1950,12/22/1950,1.7,-10.6,-4.45
12/23/1950,12/23/1950,5,-10.6,-2.8
12/24/1950,12/24/1950,4.4,-9.4,-2.5
12/25/1950,12/25/1950,-7.2,-11.7,-9.45
12/26/1950,12/26/1950,-6.1,-17.2,-11.65
12/27/1950,12/27/1950,-7.8,-20,-13.9
12/28/1950,12/28/1950,-1.7,-17.2,-9.45
12/29/1950,12/29/1950,-1.1,-9.4,-5.25
12/30/1950,12/30/1950,-3.9,-8.9,-6.4
12/31/1950,12/31/1950,-2.2,-10.6,-6.4
1/1/1951,1/1/1951,3.3,-3.3,0
1/2/1951,1/2/1951,5.6,1.7,3.65
1/3/1951,1/3/1951,6.7,-2.8,1.95
1/4/1951,1/4/1951,0,-3.3,-1.65
1/5/1951,1/5/1951,5,-2.2,1.4
1/6/1951,1/6/1951,1.1,-6.7,-2.8
1/7/1951,1/7/1951,-6.1,-11.1,-8.6
1/8/1951,1/8/1951,-4.4,-13.3,-8.85
1/9/1951,1/9/1951,6.7,-8.3,-0.8
1/10/1951,1/10/1951,3.9,-3.3,0.3
1/11/1951,1/11/1951,3.9,-6.7,-1.4
1/12/1951,1/12/1951,5,-4.4,0.3
1/13/1951,1/13/1951,1.7,-1.7,0
1/14/1951,1/14/1951,1.1,-0.6,0.25
1/15/1951,1/15/1951,1.1,-5,-1.95
1/16/1951,1/16/1951,2.8,-7.8,-2.5
1/17/1951,1/17/1951,8.3,1.7,5
1/18/1951,1/18/1951,14.4,0.6,7.5
1/19/1951,1/19/1951,12.2,0,6.1
1/20/1951,1/20/1951,12.8,-4.4,4.2
1/21/1951,1/21/1951,-4.4,-10.6,-7.5
1/22/1951,1/22/1951,1.1,-11.1,-5
1/23/1951,1/23/1951,3.9,-6.7,-1.4
1/24/1951,1/24/1951,-4.4,-11.1,-7.75
1/25/1951,1/25/1951,-5,-12.8,-8.9
1/26/1951,1/26/1951,-2.2,-12.2,-7.2
1/27/1951,1/27/1951,1.1,-6.1,-2.5
1/28/1951,1/28/1951,-5,-13.3,-9.15
1/29/1951,1/29/1951,-13.3,-20.6,-16.95
1/30/1951,1/30/1951,-11.1,-21.7,-16.4
1/31/1951,1/31/1951,-10.6,-15,-12.8
2/1/1951,2/1/1951,-14.4,-23.3,-18.85
2/2/1951,2/2/1951,-10.6,-23.9,-17.25
2/3/1951,2/3/1951,-5.6,-16.1,-10.85
2/4/1951,2/4/1951,2.2,-7.8,-2.8
2/5/1951,2/5/1951,2.2,-2.8,-0.3
2/6/1951,2/6/1951,2.8,-11.1,-4.15
2/7/1951,2/7/1951,-11.1,-17.8,-14.45
2/8/1951,2/8/1951,-12.8,-17.8,-15.3
2/9/1951,2/9/1951,-7.8,-20.6,-14.2
2/10/1951,2/10/1951,1.1,-14.4,-6.65
2/11/1951,2/11/1951,7.2,0,3.6
2/12/1951,2/12/1951,8.9,1.1,5
2/13/1951,2/13/1951,1.1,-7.2,-3.05
2/14/1951,2/14/1951,-3.9,-8.3,-6.1
2/15/1951,2/15/1951,0.6,-4.4,-1.9
2/16/1951,2/16/1951,4.4,-0.6,1.9
2/17/1951,2/17/1951,5.6,-0.6,2.5
2/18/1951,2/18/1951,7.8,0,3.9
2/19/1951,2/19/1951,8.3,3.9,6.1
2/20/1951,2/20/1951,3.9,1.7,2.8
2/21/1951,2/21/1951,2.2,-0.6,0.8
2/22/1951,2/22/1951,2.8,-0.6,1.1
2/23/1951,2/23/1951,8.9,-3.3,2.8
2/24/1951,2/24/1951,12.2,0,6.1
2/25/1951,2/25/1951,13.9,4.4,9.15
2/26/1951,2/26/1951,13.9,5.6,9.75
2/27/1951,2/27/1951,12.8,0,6.4
2/28/1951,2/28/1951,9.4,-2.2,3.6
3/1/1951,3/1/1951,8.9,0,4.45
3/2/1951,3/2/1951,6.7,0,3.35
3/3/1951,3/3/1951,13.9,-0.6,6.65
3/4/1951,3/4/1951,7.8,-3.3,2.25
3/5/1951,3/5/1951,12.2,-2.2,5
3/6/1951,3/6/1951,22.2,5.6,13.9
3/7/1951,3/7/1951,17.8,2.2,10
3/8/1951,3/8/1951,7.8,-2.8,2.5
3/9/1951,3/9/1951,0.6,-7.2,-3.3
3/10/1951,3/10/1951,3.3,-3.9,-0.3
3/11/1951,3/11/1951,2.2,-0.6,0.8
3/12/1951,3/12/1951,0.6,-2.2,-0.8
3/13/1951,3/13/1951,0.6,-2.2,-0.8
3/14/1951,3/14/1951,3.3,-2.2,0.55
3/15/1951,3/15/1951,2.8,-2.8,0
3/16/1951,3/16/1951,4.4,-6.7,-1.15
3/17/1951,3/17/1951,1.7,-3.9,-1.1
3/18/1951,3/18/1951,3.9,-5,-0.55
3/19/1951,3/19/1951,-1.1,-6.1,-3.6
3/20/1951,3/20/1951,0,-7.8,-3.9
3/21/1951,3/21/1951,-1.7,-10.6,-6.15
3/22/1951,3/22/1951,13.3,-7.8,2.75
3/23/1951,3/23/1951,18.3,-1.7,8.3
3/24/1951,3/24/1951,3.9,-5,-0.55
3/25/1951,3/25/1951,5.6,-3.9,0.85
3/26/1951,3/26/1951,10,-6.7,1.65
3/27/1951,3/27/1951,14.4,0,7.2
3/28/1951,3/28/1951,13.3,8.3,10.8
3/29/1951,3/29/1951,15.6,5,10.3
3/30/1951,3/30/1951,5,0.6,2.8
3/31/1951,3/31/1951,7.2,-1.1,3.05
4/1/1951,4/1/1951,2.8,-0.6,1.1
4/2/1951,4/2/1951,6.7,0,3.35
4/3/1951,4/3/1951,7.8,1.1,4.45
4/4/1951,4/4/1951,13.9,0,6.95
4/5/1951,4/5/1951,17.8,0.6,9.2
4/6/1951,4/6/1951,13.9,7.8,10.85
4/7/1951,4/7/1951,11.1,4.4,7.75
4/8/1951,4/8/1951,11.1,1.7,6.4
4/9/1951,4/9/1951,7.8,2.8,5.3
4/10/1951,4/10/1951,12.8,2.8,7.8
4/11/1951,4/11/1951,7.8,2.8,5.3
4/12/1951,4/12/1951,2.8,0,1.4
4/13/1951,4/13/1951,5,2.2,3.6
4/14/1951,4/14/1951,12.8,1.7,7.25
4/15/1951,4/15/1951,6.7,1.7,4.2
4/16/1951,4/16/1951,2.2,-0.6,0.8
4/17/1951,4/17/1951,11.1,-1.1,5
4/18/1951,4/18/1951,20,2.8,11.4
4/19/1951,4/19/1951,13.3,1.1,7.2
4/20/1951,4/20/1951,15,1.1,8.05
4/21/1951,4/21/1951,15,6.1,10.55
4/22/1951,4/22/1951,12.8,1.7,7.25
4/23/1951,4/23/1951,16.7,0,8.35
4/24/1951,4/24/1951,16.1,5,10.55
4/25/1951,4/25/1951,25,7.2,16.1
4/26/1951,4/26/1951,15.6,5,10.3
4/27/1951,4/27/1951,23.9,6.1,15
4/28/1951,4/28/1951,27.8,15.6,21.7
4/29/1951,4/29/1951,25,17.2,21.1
4/30/1951,4/30/1951,27.8,16.1,21.95
5/1/1951,5/1/1951,30.6,16.7,23.65
5/2/1951,5/2/1951,26.7,16.7,21.7
5/3/1951,5/3/1951,26.1,13.3,19.7
5/4/1951,5/4/1951,19.4,8.3,13.85
5/5/1951,5/5/1951,17.8,6.1,11.95
5/6/1951,5/6/1951,14.4,5.6,10
5/7/1951,5/7/1951,19.4,4.4,11.9
5/8/1951,5/8/1951,23.3,8.9,16.1
5/9/1951,5/9/1951,22.8,10,16.4
5/10/1951,5/10/1951,17.2,8.3,12.75
5/11/1951,5/11/1951,14.4,5,9.7
5/12/1951,5/12/1951,22.8,6.7,14.75
5/13/1951,5/13/1951,24.4,6.7,15.55
5/14/1951,5/14/1951,28.3,15.6,21.95
5/15/1951,5/15/1951,29.4,12.8,21.1
5/16/1951,5/16/1951,30.6,15.6,23.1
5/17/1951,5/17/1951,30.6,16.7,23.65
5/18/1951,5/18/1951,30,16.1,23.05
5/19/1951,5/19/1951,32.2,16.7,24.45
5/20/1951,5/20/1951,25,18.3,21.65
5/21/1951,5/21/1951,27.8,15.6,21.7
5/22/1951,5/22/1951,20.6,8.3,14.45
5/23/1951,5/23/1951,20.6,6.7,13.65
5/24/1951,5/24/1951,26.1,10,18.05
5/25/1951,5/25/1951,28.3,13.3,20.8
5/26/1951,5/26/1951,18.3,12.2,15.25
5/27/1951,5/27/1951,16.7,11.1,13.9
5/28/1951,5/28/1951,21.1,12.2,16.65
5/29/1951,5/29/1951,22.2,11.7,16.95
5/30/1951,5/30/1951,26.7,13.9,20.3
5/31/1951,5/31/1951,24.4,15,19.7
6/1/1951,6/1/1951,34.4,17.8,26.1
6/2/1951,6/2/1951,32.8,18.3,25.55
6/3/1951,6/3/1951,22.2,13.9,18.05
6/4/1951,6/4/1951,16.1,8.9,12.5
6/5/1951,6/5/1951,20,6.1,13.05
6/6/1951,6/6/1951,23.3,10,16.65
6/7/1951,6/7/1951,21.7,15,18.35
6/8/1951,6/8/1951,23.3,15.6,19.45
6/9/1951,6/9/1951,23.9,15.6,19.75
6/10/1951,6/10/1951,24.4,13.9,19.15
6/11/1951,6/11/1951,26.1,14.4,20.25
6/12/1951,6/12/1951,19.4,17.2,18.3
6/13/1951,6/13/1951,26.1,13.9,20
6/14/1951,6/14/1951,25,12.2,18.6
6/15/1951,6/15/1951,27.2,15,21.1
6/16/1951,6/16/1951,21.7,17.8,19.75
6/17/1951,6/17/1951,29.4,18.3,23.85
6/18/1951,6/18/1951,30.6,18.3,24.45
6/19/1951,6/19/1951,28.3,20,24.15
6/20/1951,6/20/1951,26.1,18.9,22.5
6/21/1951,6/21/1951,25,17.2,21.1
6/22/1951,6/22/1951,20,15.6,17.8
6/23/1951,6/23/1951,23.9,15.6,19.75
6/24/1951,6/24/1951,28.3,18.3,23.3
6/25/1951,6/25/1951,26.7,13.9,20.3
6/26/1951,6/26/1951,28.9,19.4,24.15
6/27/1951,6/27/1951,28.3,20,24.15
6/28/1951,6/28/1951,22.2,16.1,19.15
6/29/1951,6/29/1951,23.3,14.4,18.85
6/30/1951,6/30/1951,20,16.1,18.05
7/1/1951,7/1/1951,24.4,13.9,19.15
7/2/1951,7/2/1951,27.2,14.4,20.8
7/3/1951,7/3/1951,28.9,17.2,23.05
7/4/1951,7/4/1951,25,16.1,20.55
7/5/1951,7/5/1951,25,12.8,18.9
7/6/1951,7/6/1951,27.2,12.2,19.7
7/7/1951,7/7/1951,30,15.6,22.8
7/8/1951,7/8/1951,32.2,18.3,25.25
7/9/1951,7/9/1951,30,18.3,24.15
7/10/1951,7/10/1951,28.9,21.1,25
7/11/1951,7/11/1951,27.8,20.6,24.2
7/12/1951,7/12/1951,22.8,17.8,20.3
7/13/1951,7/13/1951,26.1,17.2,21.65
7/14/1951,7/14/1951,28.9,17.8,23.35
7/15/1951,7/15/1951,30.6,20.6,25.6
7/16/1951,7/16/1951,31.7,20,25.85
7/17/1951,7/17/1951,30,20,25
7/18/1951,7/18/1951,31.7,18.9,25.3
7/19/1951,7/19/1951,28.3,17.8,23.05
7/20/1951,7/20/1951,28.9,14.4,21.65
7/21/1951,7/21/1951,33.9,19.4,26.65
7/22/1951,7/22/1951,28.9,21.1,25
7/23/1951,7/23/1951,25.6,19.4,22.5
7/24/1951,7/24/1951,28.9,19.4,24.15
7/25/1951,7/25/1951,30.6,18.3,24.45
7/26/1951,7/26/1951,32.8,19.4,26.1
7/27/1951,7/27/1951,33.3,21.7,27.5
7/28/1951,7/28/1951,27.8,20,23.9
7/29/1951,7/29/1951,28.9,17.2,23.05
7/30/1951,7/30/1951,31.7,19.4,25.55
7/31/1951,7/31/1951,31.1,21.1,26.1
8/1/1951,8/1/1951,29.4,19.4,24.4
8/2/1951,8/2/1951,30,16.7,23.35
8/3/1951,8/3/1951,29.4,13.3,21.35
8/4/1951,8/4/1951,25,11.7,18.35
8/5/1951,8/5/1951,26.1,13.3,19.7
8/6/1951,8/6/1951,28.3,15,21.65
8/7/1951,8/7/1951,26.7,18.3,22.5
8/8/1951,8/8/1951,28.9,17.8,23.35
8/9/1951,8/9/1951,26.1,17.8,21.95
8/10/1951,8/10/1951,28.9,15.6,22.25
8/11/1951,8/11/1951,28.3,17.2,22.75
8/12/1951,8/12/1951,29.4,17.8,23.6
8/13/1951,8/13/1951,31.1,16.1,23.6
8/14/1951,8/14/1951,31.7,18.3,25
8/15/1951,8/15/1951,27.8,19.4,23.6
8/16/1951,8/16/1951,23.9,17.2,20.55
8/17/1951,8/17/1951,26.7,13.9,20.3
8/18/1951,8/18/1951,26.1,13.9,20
8/19/1951,8/19/1951,28.3,14.4,21.35
8/20/1951,8/20/1951,27.2,16.1,21.65
8/21/1951,8/21/1951,26.1,15,20.55
8/22/1951,8/22/1951,23.9,12.2,18.05
8/23/1951,8/23/1951,24.4,11.7,18.05
8/24/1951,8/24/1951,26.1,11.1,18.6
8/25/1951,8/25/1951,25.6,12.8,19.2
8/26/1951,8/26/1951,22.8,16.1,19.45
8/27/1951,8/27/1951,24.4,17.2,20.8
8/28/1951,8/28/1951,28.9,18.9,23.9
8/29/1951,8/29/1951,29.4,20,24.7
8/30/1951,8/30/1951,35,21.7,28.35
8/31/1951,8/31/1951,33.9,20.6,27.25
9/1/1951,9/1/1951,23.9,17.2,20.55
9/2/1951,9/2/1951,20,16.1,18.05
9/3/1951,9/3/1951,21.1,14.4,17.75
9/4/1951,9/4/1951,21.1,11.1,16.1
9/5/1951,9/5/1951,23.9,12.8,18.35
9/6/1951,9/6/1951,24.4,17.2,20.8
9/7/1951,9/7/1951,22.2,10.6,16.4
9/8/1951,9/8/1951,21.1,8.3,14.7
9/9/1951,9/9/1951,25,10.6,17.8
9/10/1951,9/10/1951,25,17.2,21.1
9/11/1951,9/11/1951,30,15.6,22.8
9/12/1951,9/12/1951,31.1,16.1,23.6
9/13/1951,9/13/1951,23.3,12.8,18.05
9/14/1951,9/14/1951,25,12.8,18.9
9/15/1951,9/15/1951,20.6,11.1,15.85
9/16/1951,9/16/1951,20,7.2,13.6
9/17/1951,9/17/1951,22.8,8.3,15.55
9/18/1951,9/18/1951,26.1,11.7,18.9
9/19/1951,9/19/1951,26.7,12.2,19.45
9/20/1951,9/20/1951,28.3,12.2,20.25
9/21/1951,9/21/1951,29.4,13.9,21.65
9/22/1951,9/22/1951,21.7,8.3,15
9/23/1951,9/23/1951,21.7,6.7,14.2
9/24/1951,9/24/1951,17.8,12.2,15
9/25/1951,9/25/1951,21.7,12.8,17.25
9/26/1951,9/26/1951,27.2,12.8,20
9/27/1951,9/27/1951,17.8,5.6,11.7
9/28/1951,9/28/1951,14.4,3.3,8.85
9/29/1951,9/29/1951,18.3,3.3,10.8
9/30/1951,9/30/1951,17.8,11.1,14.45
10/1/1951,10/1/1951,29.4,12.8,21.1
10/2/1951,10/2/1951,27.8,15.6,21.7
10/3/1951,10/3/1951,30,16.1,23.05
10/4/1951,10/4/1951,31.1,17.8,24.45
10/5/1951,10/5/1951,26.7,12.8,19.75
10/6/1951,10/6/1951,15,11.7,13.35
10/7/1951,10/7/1951,12.8,6.1,9.45
10/8/1951,10/8/1951,13.3,3.3,8.3
10/9/1951,10/9/1951,16.7,0.6,8.65
10/10/1951,10/10/1951,18.3,5.6,11.95
10/11/1951,10/11/1951,20.6,3.3,11.95
10/12/1951,10/12/1951,22.8,7.2,15
10/13/1951,10/13/1951,21.7,7.8,14.75
10/14/1951,10/14/1951,23.3,6.1,14.7
10/15/1951,10/15/1951,25,8.3,16.65
10/16/1951,10/16/1951,25.6,9.4,17.5
10/17/1951,10/17/1951,26.7,10,18.35
10/18/1951,10/18/1951,25.6,6.7,16.15
10/19/1951,10/19/1951,11.7,3.9,7.8
10/20/1951,10/20/1951,17.2,1.1,9.15
10/21/1951,10/21/1951,25,6.7,15.85
10/22/1951,10/22/1951,21.1,10,15.55
10/23/1951,10/23/1951,11.1,7.8,9.45
10/24/1951,10/24/1951,13.9,2.8,8.35
10/25/1951,10/25/1951,17.8,1.7,9.75
10/26/1951,10/26/1951,21.1,6.7,13.9
10/27/1951,10/27/1951,13.3,6.1,9.7
10/28/1951,10/28/1951,12.8,2.8,7.8
10/29/1951,10/29/1951,11.1,0,5.55
10/30/1951,10/30/1951,16.1,3.3,9.7
10/31/1951,10/31/1951,3.9,0,1.95
11/1/1951,11/1/1951,7.2,-1.1,3.05
11/2/1951,11/2/1951,0,-10,-5
11/3/1951,11/3/1951,-1.1,-11.1,-6.1
11/4/1951,11/4/1951,-1.7,-8.9,-5.3
11/5/1951,11/5/1951,0.6,-5,-2.2
11/6/1951,11/6/1951,0.6,-3.9,-1.65
11/7/1951,11/7/1951,0.6,-7.2,-3.3
11/8/1951,11/8/1951,0,-11.1,-5.55
11/9/1951,11/9/1951,3.9,-4.4,-0.25
11/10/1951,11/10/1951,7.2,-2.2,2.5
11/11/1951,11/11/1951,11.7,-2.2,4.75
11/12/1951,11/12/1951,11.1,6.1,8.6
11/13/1951,11/13/1951,18.3,9.4,13.85
11/14/1951,11/14/1951,11.7,3.3,7.5
11/15/1951,11/15/1951,6.7,1.7,4.2
11/16/1951,11/16/1951,1.7,-3.3,-0.8
11/17/1951,11/17/1951,-0.6,-5.6,-3.1
11/18/1951,11/18/1951,-3.3,-7.2,-5.25
11/19/1951,11/19/1951,-0.6,-8.3,-4.45
11/20/1951,11/20/1951,4.4,-7.8,-1.7
11/21/1951,11/21/1951,10.6,-3.9,3.35
11/22/1951,11/22/1951,12.8,0.6,6.7
11/23/1951,11/23/1951,1.1,-2.2,-0.55
11/24/1951,11/24/1951,0,-4.4,-2.2
11/25/1951,11/25/1951,2.8,-3.9,-0.55
11/26/1951,11/26/1951,4.4,-3.3,0.55
11/27/1951,11/27/1951,2.8,-4.4,-0.8
11/28/1951,11/28/1951,10.6,-1.7,4.45
11/29/1951,11/29/1951,12.8,-3.9,4.45
11/30/1951,11/30/1951,16.1,1.7,8.9
12/1/1951,12/1/1951,14.4,0,7.2
12/2/1951,12/2/1951,16.7,4.4,10.55
12/3/1951,12/3/1951,14.4,7.8,11.1
12/4/1951,12/4/1951,14.4,3.9,9.15
12/5/1951,12/5/1951,8.3,3.3,5.8
12/6/1951,12/6/1951,17.2,6.1,11.65
12/7/1951,12/7/1951,13.9,3.3,8.6
12/8/1951,12/8/1951,3.3,0,1.65
12/9/1951,12/9/1951,1.1,-2.2,-0.55
12/10/1951,12/10/1951,1.7,-5.6,-1.95
